SampleID;x1;x2;y;RandomEffect ; 
e33_2006_8;0.014;0.435833333;41;M6;
340442_1985_3;0.007;0.44;13;M3;
340442_1985_9;0.007;0.44;14;M3;
343521_2007_5;0.03;0.446666667;51;M1;
ALBL0046_2007_10;0.016;0.450714286;30;M14;
KOP 0881_2009_6;0.003;0.451666667;61;M8;
w50_2009_7;0.014;0.451818182;62;M8;
w50_2007_7;0.016;0.451818182;64;M8;
343521_2010_5;0.011;0.458333333;49;M1;
340452_1989_10;0.025;0.458333333;23;M3;
340452_1989_5;0.025;0.458333333;24;M3;
3257_2010_5;0.008;0.470909091;20;M14;
ROP11307_2002_6;0.004;0.470909091;69;M8;
KOP 0801_2002_7;0.007;0.4775;40;M8;
w50_2008_7;0.013;0.479166667;65;M8;
00705_2006_8;0.005;0.485;49;M27;
340438_2012_6;0.048;0.485;46;M3;
KRW19_06_2012_4;0.003;0.490833333;47;M8;
KRW18_06_2012_4;0.017;0.4975;41;M8;
ROP18078_2001_5;0.023;0.504;29;M3;
00705(2)_2007_7;0.003;0.5075;32;M27;
00705(3)_2007_7;0.003;0.5075;40;M27;
144303_1989_4;0.092;0.507692308;40;M6;
144303_1989_8;0.092;0.507692308;34;M6;
340438_2007_6;0.036;0.509166667;54;M3;
KRW19_06_2010_4;0.011;0.513333333;46;M8;
00025_1993_9;0.018;0.516666667;31;M14;
00708_2008_7;0.003;0.518333333;33;M27;
ROP16702_2008_6;0.005;0.525833333;54;M3;
ROP18078_1996_5;0.045;0.533333333;19;M3;
l0010owo_2012_4;0.013;0.536153846;42;M6;
00136_1993_9;0.002;0.536666667;25;M14;
KRW46_06_2013_4;0.005;0.55;48;M3;
3257_2011_5;0.007;0.553333333;28;M14;
341414_1987_11;0.15;0.56;16;M3;
341414_1987_4;0.15;0.56;16;M3;
00054_1997_7;0.012;0.563333333;30;M10;
OVVSCH10_1986_10;0.009;0.56375;5;M11;
OVVSCH10_1986_7;0.009;0.56375;19;M11;
340452_2003_8;0.022;0.566923077;60;M3;
01114_1994_7;0.017;0.568333333;18;M27;
KOP 0434_1993_8;0.008;0.573333333;73;M8;
3257_2009_7;0.007;0.574166667;32;M14;
3257_2013_6;0.039;0.576666667;20;M14;
KOP 0401_2005_8;0.007;0.579166667;45;M8;
340452_2004_8;0.054;0.583846154;55;M3;
RO169_1995_7;0.006;0.585454545;40;M3;
e33_2007_7;0.009;0.591666667;28;M6;
ALBL0046_2009_8;0.011;0.6;24;M14;
l0414owo_2011_5;0.017;0.6;23;M3;
a11_2006_9;0.024;0.604166667;54;M3;
ALBL0033_2007_5;0.029;0.614615385;75;M8;
3257_2008_6;0.006;0.6275;30;M14;
w25_2007_7;0.008;0.631666667;64;M10;
340452_2005_8;0.078;0.633846154;47;M3;
a11_2007_7;0.022;0.658;40;M3;
RO169_2008_7;0.003;0.658333333;26;M3;
l0026owo_2012_4;0.012;0.666153846;12;M6;
340435_1987_10;0.009;0.675;20;M3;
341422_1986_10;0.017;0.675;10;M3;
143281_2002_8;0.017;0.679166667;37;M1;
MAWA0110_2006_5;0.001;0.679761905;29;M1;
340452_2002_9;0.028;0.683076923;47;M3;
1312_2008_5;0.002;0.6975;35;M3;
ALBL0004_2007_5;0;0.7;81;M8;
KOP 0109_2009_6;0.002;0.715;25;M8;
1312_2011_4;0.01;0.716;30;M3;
1312_2011_9;0.01;0.716;14;M3;
RO169_2004_6;0.009;0.724166667;65;M3;
l0933owo_2011_5;0.013;0.726153846;52;M3;
BETU0408_2011_4;0;0.728;55;M1;
3257_2007_6;0.006;0.743333333;49;M14;
ROP24213_2008_6;0.027;0.743333333;53;M8;
3257_2012_6;0.009;0.764166667;21;M14;
3257_2006_6;0.012;0.768333333;37;M14;
01205_2002_8;0.007;0.773333333;58;M1;
3257_2014_5;0.014;0.7775;47;M14;
a11_2008_7;0.025;0.78;46;M3;
a11_2009_7;0.044;0.781818182;46;M3;
RO169_1997_6;0.016;0.785;43;M3;
340452_2006_8;0.037;0.800769231;56;M3;
340452_2000_8;0.037;0.82;56;M3;
KOP 0419_2003_6;0.018;0.830833333;67;M8;
1312_2010_5;0.021;0.8375;20;M3;
1312_2010_9;0.021;0.8375;23;M3;
140293_1985_10;0.013;0.839090909;13;M3;
ROP040A07_1996_6;0.011;0.855;35;M3;
ALBL0062_2007_8;0.012;0.8625;54;M10;
340452_2001_8;0.036;0.865454545;58;M3;
01212_2002_8;0.101;0.8925;49;M1;
01205_2005_9;0.01;0.900833333;36;M1;
KOP 0435_1993_8;0.011;0.925;75;M8;
ROP040A04_2006_6;0.013;0.9475;48;M10;
KRW21_06_2011_8;0.016;0.9475;35;M10;
KOP 0478_2009_6;0.012;0.960833333;51;M8;
ORRMUY10_2013_6;0.003;0.963333333;82;M25;
KRW18_06_2010_5;0.017;0.97;46;M8;
01212_2000_8;0.108;0.973333333;27;M1;
1312_2009_7;0.003;0.987777778;24;M3;
KOP 1407_2009_6;0.026;0.989166667;49;M8;
140293_1986_4;0.07;1.05;19;M3;
140293_1986_9;0.07;1.05;22;M3;
01212_1999_6;0.168;1.051666667;21;M1;
ROP18068_1996_7;0.04;1.063333333;18;M3;
RO480_2007_5;0.017;1.07;46;M6;
343430_1986_10;0.06;1.0712;24;M3;
343430_1986_5;0.06;1.0712;15;M3;
01212_2001_9;0.065;1.081666667;38;M1;
KOP 1001_2005_8;0.012;1.118461538;63;M8;
01212_1998_7;0.171;1.13;18;M1;
OCRANE90_1986_10;0.065;1.148888889;15;M22;
OCRANE90_1986_7;0.065;1.148888889;24;M22;
ROP040A07_2002_6;0.01;1.151666667;23;M3;
KOP 0201_2005_8;0.012;1.1525;55;M8;
01212_2005_8;0.232;1.176666667;43;M1;
BETU0098_2008_9;0.012;1.188461538;33;M3;
ORRA6210_2006_6;0.023;1.2;62;M11;
KOP 0419_2005_8;0.012;1.206666667;58;M8;
KOP 0415_2005_8;0.009;1.2325;60;M8;
KOP 0419_2002_7;0.021;1.24625;72;M8;
KOP 1005_2005_8;0.006;1.256666667;66;M8;
BENL0106_2007_9;0.007;1.275;15;M1;
340438_1986_10;0.134;1.398333333;22;M3;
RO480_2004_6;0.019;1.51;43;M6;
01205_1992_6;0.02;1.626666667;17;M1;
01212_1992_6;0.077;1.650909091;18;M1;
OCRANE30_1986_10;0.016;1.65625;25;M11;
OCRANE30_1986_7;0.016;1.65625;12;M11;
340452_1988_10;0.05;1.686666667;8;M3;
340452_1988_4;0.05;1.686666667;27;M3;
01212_2009_6;0.095;1.738333333;31;M1;
01212_1995_7;0.069;1.91;17;M1;
340435_1985_3;0.041;1.946666667;16;M3;
340435_1985_9;0.041;1.946666667;13;M3;
140274_2005_8;0.075;2.63;51;M1;
140274_2000_9;0.045;2.656666667;41;M1;
340452_1985_3;0.064;2.87;7;M3;
340452_1985_9;0.064;2.87;13;M3;
140274_2002_8;0.132;3.169230769;38;M1;
340452_1987_10;0.049;3.261666667;21;M3;
340452_1987_5;0.049;3.261666667;16;M3;
340452_1986_10;0.09;3.461666667;14;M3;
340452_1986_4;0.09;3.461666667;10;M3;
140274_1986_5;0.105;4.728333333;9;M1;
140274_1986_9;0.105;4.728333333;9;M1;
140274_1985_10;0.023;5.216666667;16;M1;
140274_1985_4;0.023;5.216666667;9;M1;
